,sarcasm_label,emotion_label,sentiment_label,id,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,AUDIO_1,AUDIO_2,AUDIO_3,AUDIO_4,AUDIO_5,AUDIO_6,AUDIO_7,AUDIO_8
254,0,sadness,0,255,0.1406729448594509,0.5157047608310885,0,-2.6081440213381053,-1.3565462619918076,-0.8186018590048059,-0.3837307462980121,-0.2690360168811477,0.19157300845259753,-0.15840774732571844,0.3649156008164691
255,0,sadness,0,256,0.0,0.0,0,-0.6000799175726723,0.909791203187608,-0.2984481202674295,0.13126803021610065,0.7408139544066983,-0.765526521825016,0.19612024125915045,0.5684092309475327
256,0,sadness,0,257,0.9879512364256932,0.8622659127904575,0,-1.0989270334587258,0.15583522172012026,-1.1965585865547352,-0.6235232803947082,1.280128327586549,-0.3972899800292794,-0.35111346150612704,-0.2828350460776551
257,0,sadness,0,258,-0.0722841609947952,0.9567883227742426,0,-0.68888786945006,-0.5829701719650026,0.04583786056475397,-0.8500714928391435,-0.14457914010758846,-0.13762070091984202,-0.0556704500949749,-0.027873880539285037
258,0,sadness,0,259,0.1053471623230686,0.8801712250281963,0,-1.5423637029846717,-1.6787194637238811,-0.02905923864099603,0.47364594630191,-0.9152223665524517,-0.07919972229862082,1.1025245043072482,0.8291569016671656
259,0,sadness,0,260,0.9234953831923912,0.9122937838715122,0,1.0049916261576304,1.162047502773474,-2.341787969631075,0.05375507426023761,1.9081864490558258,0.31708406437738923,-0.44547475250115015,-0.8252204523726072
260,0,sadness,0,261,0.945424854604877,0.866876642579166,0,-1.7006071543765544,-1.9370225476827798,-0.7593938908349731,0.11651460900856442,1.3744778264675024,0.18878527948632826,0.25099824244635066,0.37172697085786244
262,0,sadness,0,263,-0.9292890212606372,0.914585437456376,1,-0.49747437229202646,-0.6249442625494805,-1.3464774901382126,0.16815797017149078,-1.025488189468575,0.5969340511700998,-0.928243594063089,-0.8919422642911895
263,0,sadness,0,264,0.4903883922198027,0.9502259891241144,0,1.5271016600808514,-0.04848317958127346,-1.242685404773735,-1.6011551157134594,-1.6093091388237768,0.5115247366731185,0.1864111890080464,-0.22840196311161093
264,0,sadness,0,265,-0.907555664260998,0.9429484793682318,0,0.7258027195008455,-0.3474337045486828,1.2951382578610446,0.7081625759720915,0.9906961202912007,0.06612362381982936,-0.010464178194587588,-1.2049169489465896
265,0,sadness,0,266,0.7715359432620441,0.8606695075728505,0,-0.9568002544903208,0.8685603044269283,-2.288718769685145,-0.4438508987837821,0.1572193345380224,0.15494043542087613,0.11400657375424125,0.2894592397160693
268,0,sadness,0,269,0.1125206701836013,0.5468687853010216,1,0.4196888652262907,0.04282279699699963,-1.2551914442343162,-0.830252222068065,-0.18005586160366002,1.2906031192906655,0.0804489666007493,-0.06673004530515964
269,0,sadness,0,270,-0.2222947527176757,0.935729186310614,0,-0.7915896824275732,-1.9020195442258658,-0.42396971875414263,-1.012438867348416,-1.0941901910443506,-0.06849407520354266,0.004970071523831968,-0.050972699309322904
270,0,sadness,0,271,0.0,0.0,0,2.2164294322307563,-0.5139096902287579,0.5043494600567227,-1.0369495682583063,0.6649781760849776,0.6175778888532181,0.04845278001350282,-0.418133471093323
272,0,sadness,0,273,0.0,0.0,0,0.057938373279511485,0.5437117086684633,-0.443727931096107,-1.265237164966004,-0.3385661058269657,-1.0490271623731715,-0.04170812732910604,-0.061197305697198945
274,0,sadness,0,275,0.0711808291513971,0.8540371130637285,0,-0.2309066111589315,1.1920333143223878,-0.38419982590746876,-0.580741112441316,0.14495190212424147,0.9552222707623663,-0.7750858404480524,-0.8890311971385624
275,0,sadness,0,276,-0.231824710401131,0.8869603153170296,0,0.9554348306406862,-1.0563443374970702,0.8278282948838335,-0.4282749443273955,-0.4017499139022064,0.7210534417809245,-0.13595667819133905,-0.48206114398958233
276,0,sadness,0,277,-0.5322217940717336,0.8524697330419104,0,-2.456684612899091,-2.0563487017462543,0.028815367749789746,0.5908057511441499,-0.8398022138418363,-0.01839033642997841,1.309259709347872,0.33806883624822626
277,0,sadness,0,278,0.0,0.0,0,3.265423276135288,1.3079212441069643,0.3250219520369162,0.566984885065908,-0.6103465458994153,-0.5091022450821359,-0.30913197118983715,0.7059951956640569
278,0,sadness,0,279,0.9788771488539738,0.878923232224803,0,0.5587984321060631,-0.36812204295438816,0.6034022449182775,0.5891714187257362,1.6460953161206195,-0.9378909260491566,0.8801997820986299,0.03935053500776889
279,0,sadness,0,280,0.3800045634951385,0.7353773131378638,0,0.6463762953528046,-1.0547903195215593,-0.29913443729054223,-0.7905350176879516,0.5431039062587825,0.7973043643182125,0.008183734963673485,0.05499946004904238
280,0,sadness,0,281,0.0,0.0,0,1.7961191465403339,-0.7454836927183265,0.1360021596915674,-0.6120265362756319,-0.6488394032403544,0.5864098169665339,-0.5451492958962294,-0.784012808893705
281,0,sadness,0,282,0.1548861390964968,0.8972100365724549,0,1.9109531004354725,0.9954538529545219,-0.026229663652384216,-0.2856212373772332,-0.5655287497571628,0.9783790567390378,-0.13226145222247246,0.6018978528864417
282,0,sadness,0,283,0.9846575218800916,0.7776030924924461,0,0.5387433178024814,0.3279283963084723,-1.2234791123075357,-1.05639050949368,-1.3323157318635412,-0.33692280346160414,-0.4700495084978161,0.23406044689619993
283,0,sadness,0,284,0.0,0.0,0,2.6653408464490758,1.8041126256770394,0.8815788702439963,-0.593420641303241,-0.19089801251960292,1.0231610887777076,-0.9992521182601438,-1.0572541908917716
284,0,sadness,0,285,0.0,0.0,0,0.24502373861522098,-0.4515931943644072,-1.2041516809864838,-0.376572635075497,-2.2817477236964177,0.1235361371507994,-0.7135214959761659,-0.09849280823858333
285,0,sadness,0,286,-0.1206291967640749,0.8956532621524905,0,-0.08706546398956919,1.0790957106919663,-1.103570833319687,-0.8069944135170718,-0.5108894640444693,-0.7458470240828874,-0.12900482382233294,-0.18302684495806384
287,0,sadness,0,288,0.6798992126861679,0.912404855034553,0,0.8798940366754221,1.2705412053352825,-0.6127960553694435,-0.6784082764221683,-1.4311674650022195,0.9843264713400733,-0.8775023677338306,-0.6866508910655834
290,0,sadness,0,291,0.0,0.0,0,1.2702839214040185,0.7549712489436821,-1.0008717771125377,-0.4262025961875404,-0.07990084542386307,0.07316208286899767,-0.14142441654093924,0.05754115929576083
291,0,sadness,0,292,0.0,0.0,0,0.7749304707632944,-2.562011569842038,0.5221736945744098,-0.651216891174024,0.8363686699494146,2.43894026821647,0.8436973472784641,-0.3361856066447031
292,0,sadness,0,293,0.0,0.0,0,-0.006003146346744751,-0.014739404631768585,-0.6027799928346174,0.14706754103164035,1.9897229096436726,1.0811104089282808,0.13645097066463416,0.03015055576834165
293,0,sadness,0,294,-0.1303023782670682,0.8122498821135509,0,-1.1818144417591074,-0.5717543792558477,0.6177962469238938,0.4224877639390833,-0.16217341003229982,0.8222815412909036,-1.3064683615412334,-0.4069931848317873
294,0,sadness,0,295,0.1020755344994793,0.88035070699169,0,1.9914760767016737,-0.032840624464575356,-0.7765309113785663,-2.1842347254806476,-0.16957438439955064,0.40743786688043887,-0.6262270060125127,-0.5694866448625956
295,0,sadness,0,296,0.0,0.0,0,4.509665829261397,3.8833560144507215,3.3668925001158208,-0.45841699924413437,0.5071485553646515,3.029592769158981,-1.0375859862219698,1.4843970500566677
297,0,sadness,0,298,0.0087666207065833,0.929099703998228,0,2.3601669734779525,-2.7768690033281596,0.954926953334085,-0.6933364957235321,1.3349614807461305,0.17103585796394055,1.006162150535008,1.170298007675124
298,0,sadness,0,299,0.0,0.0,0,4.593454942094127,4.266681258919916,0.7466810581103906,-2.7976080613961676,0.49131745466513504,-0.17594415577700276,0.4782268830296402,2.2086889575539184
300,1,sarcasm,0,301,0.0,0.0,0,-1.662809429903446,-0.4532312317820248,-1.2091516967017857,-0.17667980436407982,1.0046933542752217,0.20862001313695902,-1.2094447633124148,-1.0799398972446568
301,1,sarcasm,0,302,0.9385424911542308,0.9033506933125895,0,-0.5380833505905491,-1.1910808323965707,-3.613609583898337,0.3503240549451031,2.7493023452722922,-0.2850712335405366,0.3328990179008914,0.6278033837205113
302,1,sarcasm,0,303,-0.0457839333610045,0.9486896464800808,0,-1.4957581249564318,1.1503765553767464,-0.9320343585813522,-0.5920831339308762,0.5693740954948852,-0.059593154250896445,-0.24400017570328286,-1.4025613202234335
304,1,sarcasm,0,305,-0.5452687762799866,0.9229655061387696,0,-1.3336910929841819,2.431991294782276,-2.525455038046042,-0.2048628307831092,0.7395862604761044,0.06612086104785954,-0.11186438450998185,-1.0321595777449277
305,1,sarcasm,0,306,-0.0383324412046008,0.9030762058707074,0,-1.9116039695930283,0.5045349497535635,-2.3810556336968682,-0.6415339831072951,0.21470693870393642,0.016591086474323967,0.43943735834678604,0.42991760274951857
306,1,sarcasm,0,307,0.5050328837056918,0.9308861733933176,0,-1.5684613149391635,2.6462870164602927,-1.6753179479242433,0.20930192227776798,0.5933135951738893,-0.3570862065097882,-0.8797215378557244,-0.08089623912795485
307,1,sarcasm,0,308,0.1759540777166906,0.8665894903087988,1,-2.570781678515436,0.7068115194572301,-3.0670705591153835,0.35756848055566776,1.1408700019343472,-0.18806346615748581,-0.707100734858291,0.14644699398055389
310,1,sarcasm,0,311,0.91743029528476,0.9736885733998708,0,-0.16264264640258436,-0.9787146762050244,-1.8566999338432801,-1.0511783671031725,0.29913436069424365,-0.3800171646651832,0.7576529298394615,-0.06605685169605562
312,1,sarcasm,0,313,-0.9342062524859984,0.5723275557259081,0,-1.3314997456557622,-0.6943963215821561,-2.2780686531455157,-0.6839402542312452,1.18282024053504,-0.13766686513151677,0.5750706446506234,-0.6747921087420383
313,1,sarcasm,0,314,0.2716453389536429,0.9485555138636376,0,0.5573310206961691,-1.6633087413933987,-2.129486831888359,-0.6319216063852593,0.1560537469213543,0.09099919946737833,1.1042554567351806,-0.21442148970988842
315,1,sarcasm,0,316,0.9764696147270714,0.6997324254919628,1,-2.8979898263586104,1.342432227887944,-1.6138220513451886,0.5482599151689578,1.456980865168409,0.28905405757057173,-0.06061486340954446,-0.9564016407491283
316,1,sarcasm,0,317,0.0,0.0,0,-0.767410518011195,0.1272947560716758,-1.5061874767210177,-0.2721656338238291,-0.12933142599783454,-0.9617900608177878,0.6757006786452834,1.2054401549151266
318,1,sarcasm,0,319,-0.9654304178780562,0.9393602753762288,0,-0.967335879296629,0.14892560029624305,-2.3451418438983733,-0.5635225012827118,1.1149802789155503,-0.5572263401316275,-0.23726659564350586,0.029430099579306996
319,1,sarcasm,0,320,-0.4989483538817164,0.9094767969443536,0,-2.641676109717197,0.11278057062188916,-1.176181694219849,-0.3341598737392124,1.1320396062075755,-0.4426190632905339,0.20713806023533357,-0.5062526294696721
320,1,sarcasm,0,321,-0.9492113656486376,0.4285418193060166,0,-1.6449042207519926,0.7578322762293874,-1.1876052412205218,-0.2006258894206452,0.43437387582668224,-0.6631803325327167,0.5527752457954419,-0.5441729767768836
322,1,sarcasm,0,323,0.0,0.0,0,-2.65055828835251,1.7499769996404133,-1.6329388453820353,-0.5772307526173238,1.2577705493831126,-0.5405454215690413,0.4458714953762026,-1.0803249355390123
323,1,sarcasm,0,324,-0.8270866549274172,0.9207695875691688,0,-2.844136644113522,0.5781511020996456,-2.0670922391000155,-1.0587174077909178,1.2226206788003657,0.26119802387370616,0.8824677636483239,-1.0242573537144488
324,1,sarcasm,0,325,0.4788075280826122,0.8655302914344447,0,-1.7947728291160887,0.92174809860127,-1.7740840399159337,-0.7124410415636551,0.2633310675643648,-0.5476656497363163,-0.2506029037703631,-0.15601289242999677
326,1,sarcasm,0,327,-0.9852007309222552,0.864040071184051,0,1.2329639280452473,3.1298308127818686,-0.46913835269962434,0.4079520861919706,0.7495779551837565,-0.01745602741805592,-0.5773796494631743,-0.2528121665587375
327,1,sarcasm,0,328,-0.9128226658622492,0.9118804238121844,1,-1.3072278532834392,-1.1785107737997442,1.143803999239467,0.11792204350281486,-2.1535025347097,-0.611976894361966,-1.0717651859943018,0.29273772277856974
328,1,sarcasm,0,329,0.9414078660389052,0.8733743883729408,1,-1.3658316716605685,0.5178972606573108,-1.0202356417140106,0.6332813568026127,-0.6063964774566989,0.07963526835713908,-0.810611795831745,0.8290124627992271
331,1,sarcasm,0,332,-0.0819360359395921,0.8393369044090802,0,0.03260924428447125,0.1189555650172054,-0.1467783293952571,-0.12248359030700261,-0.15877646647090451,1.1034987988350426,1.91764018202139,-0.319425602919869
333,1,sarcasm,0,334,0.4477863622992801,0.8036072654123562,0,0.41673578974151604,4.38687200557681,1.5105126956434642,-0.8651611866595483,-0.11627992104926238,2.50517126321675,1.877410592176464,-1.6355170121513232
334,1,sarcasm,0,335,-0.2224527809451838,0.3706237764007767,0,-0.16128638874758244,0.5098143261253879,-0.016824640637764083,-0.06981764566220763,-0.4782053886689962,0.9703914760666984,3.145316655226078,-1.0060896244783037
335,1,sarcasm,0,336,0.0,0.0,0,-1.0040056101759696,1.7843019826018967,-0.284335023074628,0.46395811940120046,-1.009983212601276,1.2772362140716713,3.120650230511192,-0.3520414477812093
336,1,sarcasm,0,337,0.9633392619730184,0.9444265496123982,0,-1.0072835905354713,-0.7385890561738377,-0.72841563501839,1.4783478645654908,-1.0704107616211496,1.7965635305262972,1.6330480242020609,-1.120073240234366
337,1,sarcasm,0,338,0.0,0.0,1,-2.6195248905337887,1.3947892530686485,-1.2487898647355105,1.0769650890756401,-1.0406419930211945,0.297246019539597,-0.4919730844256648,0.5198303066397769
340,1,sarcasm,0,341,0.0830767722598063,0.9612815199868724,0,-0.45372746899448685,-1.4382612993401962,0.08148608972707803,-0.8347199238368955,-0.4520306053662617,-0.07453038583177182,0.6752687255187415,-0.4480062010428323
342,1,sarcasm,0,343,0.9988461863303008,0.9449265450606276,0,-1.4059058225816248,-1.1826983748330802,-0.38223035408249,-0.05860089370022137,-1.6586625764035028,-1.1172715922902914,-0.8300114254583879,0.4915775615248204
345,1,sarcasm,0,346,0.0,0.0,0,-1.226745536088415,-1.0480035132652212,-0.5070241266743263,-0.12264028324557583,-1.319658919034105,-0.659180300842585,0.8937521880262157,0.5237012930304132
346,1,sarcasm,0,347,0.0,0.0,0,-0.7459504681145982,0.2926741779344753,-0.343058651925321,-0.39621827386329234,-1.026856594570949,-1.1721392107694184,0.7818123362333872,-0.8537314309636054
347,1,sarcasm,0,348,-0.8006974870795915,0.7071287240481527,0,-2.381262540485422,-1.1021011523260826,-0.05250973656212664,-0.02167593208223583,-1.6582265625952042,-0.921142161331504,1.0752968006703572,1.099870734227788
348,1,sarcasm,0,349,-0.54932803346834,0.9428202469333826,0,-2.1854180213592276,0.7201135162474417,-1.9723504455926892,1.5507768491656888,1.8815259581026684,-0.09826951361599115,-0.9944432248557231,0.7435301900020137
349,1,sarcasm,0,350,-0.034706467203141,0.8197911888440028,0,-0.2851126092762038,-0.7283139356916623,-0.5647383593104923,0.12696518978722607,0.7709375046399484,1.3625655199496833,0.8230258844939896,-0.5218475464726686
350,1,sarcasm,0,351,-0.5516235492932371,0.9285017584647371,0,0.9356451026576094,-1.118855662670696,-2.888028478568217,-0.11074124804646764,3.016281220511593,0.8623382682910399,1.8937071339000895,0.07181708937841798
351,1,sarcasm,0,352,0.0,0.0,1,4.516705876308212,0.8632219981623772,1.5490125635350922,0.6266842500490724,0.11237090425497584,-0.40896100208054265,0.25796852557955113,1.9598556915202376
352,1,sarcasm,0,353,-0.7600734586575948,0.8262598646571245,0,-0.8448011075260774,0.1732007453388706,0.4108140365416525,0.44916558973484405,-1.3124424226889555,0.5443410460858372,-0.005037531360321994,-0.5241039182223816
353,1,sarcasm,0,354,0.0264854649640035,0.9065990379134876,0,-0.7918530678971216,0.5075165077572229,-0.8562233054578491,0.35829249073871794,-0.9638996003851078,0.8510459528511027,-0.6480625651300501,-0.41805107823470894
355,1,sarcasm,0,356,0.0,0.0,1,1.6321648909578959,2.5344689573946617,1.306291470997846,-0.8029762822941632,-0.7382912089522007,1.2081225770963169,-2.3603250956698933,0.5352848713545681
356,1,sarcasm,0,357,-0.9856586332245708,0.795568148486963,0,-4.5881923046706765,0.6955344633005143,-0.5117575614826713,2.082722386427327,0.8674913829040072,-0.4368651925508136,-0.25529192951714014,-1.8870983460520483
357,1,sarcasm,0,358,0.6156412178586883,0.921489859077461,0,-2.395661114101359,0.5888130314995134,0.39726222725091037,0.8602452082470722,-1.1987861900158743,-0.7755508617023317,0.2146880492078918,-0.7416058032070899
358,1,sarcasm,0,359,-0.0741251047434768,0.894746621613342,1,-3.136070523913449,-0.10582565164283621,0.154406390905398,0.6760575550668724,0.27029027001396694,-1.079088812566925,0.8738701159814318,-0.6746789841512362
359,1,sarcasm,0,360,0.0,0.0,0,1.4953875898587798,0.7989998259490915,-0.8708776284749347,1.4629842993437208,0.16181801512708863,1.2557777950720972,0.06652345061457372,0.8087807813146135
360,1,sarcasm,0,361,0.0,0.0,1,-0.13088992733751056,1.2792440436234773,-1.3187807527996251,2.1416755431220156,1.6500890882323045,4.236103259837283,-1.9748041896605362,2.173513017388993
361,1,sarcasm,0,362,-0.20096721292938,0.9137170924543132,0,-0.8314361815475992,-1.0877244864001563,0.17946471086720858,0.7789843496716944,0.42775754590833365,-0.17730897561203882,0.8633660036715767,0.9525959365817415
362,1,sarcasm,0,363,0.0,0.0,0,-1.5727554667078179,-0.5393293807383164,1.5476574040191753,0.7833841850582463,0.19197856896286888,0.7367287107959768,0.6265717311103527,-0.09075695067844292
363,1,sarcasm,0,364,-0.784959349618986,0.9458596284261668,0,-2.743910973554945,0.0414218180495279,1.050989912063979,1.6181030184316252,0.7698912074852882,-0.17248739226978987,0.02636858532995375,0.610520560335692
364,1,sarcasm,0,365,0.9552376123096455,0.9028568289841804,0,-1.989551364538878,-1.0812805917770354,-0.027602229381091862,1.0399176237452987,0.35425478319340736,0.43218968525924123,0.04960821145713856,-0.3726765222570516
367,1,sarcasm,0,368,0.1298694065575609,0.8928253150932322,1,-0.7838971772668932,2.0326992739982597,0.5393045418570063,1.310534916649945,0.6288842401660505,-0.7491146478528224,1.2197450765314046,0.49442057032336223
368,1,sarcasm,0,369,0.1635044622599518,0.7916313416688103,0,-2.177981071528196,1.16054246209586,-0.9039196863878263,-0.03373295153334723,0.1962077277450366,-1.0194684859323202,-0.5196064545376219,0.4109947577532527
370,1,sarcasm,0,371,-0.269031860713576,0.8869991530141667,0,-1.9780567141163634,-0.9992814813269948,-0.4806117179409273,-0.19925414411463685,-1.2992389347390754,-0.5198025660084344,0.4625380450163097,1.6289575966909318
372,1,sarcasm,0,373,0.948047528884214,0.9730168400057516,0,-1.5811187194342486,0.5306450597868101,0.44640892137451044,-0.05573559244870917,-0.1803821946751495,-1.019861838774819,-0.43907006835517315,0.8698686569842929
373,1,sarcasm,0,374,-0.1663250809475183,0.7282239862335409,1,-1.5187885715233425,-0.7852101065213554,-3.1012693173230903,0.40657322096012705,1.0038660618400588,-0.06452073378601407,1.9015794431521866,-1.7413345315327187
374,1,sarcasm,0,375,0.0,0.0,0,-1.2809340007875138,0.12632689204767036,1.6885360891036494,-0.778676650828436,-0.9043045320010807,-0.4846145388663857,1.9485655738692342,-2.198776614816218
378,1,sarcasm,0,379,0.0,0.0,0,-1.980297265522664,0.9918915566987564,2.5273833843211286,-2.685777693214754,0.23126703322495723,-1.9476702299592885,-0.5846535679249815,-1.641987229151599
379,1,sarcasm,0,380,-0.6715204742786536,0.940224247972444,0,0.520990675536487,0.4751350777540517,-0.5349492667110453,-1.1122221333577287,0.053656859748625524,-0.3675096993976032,-0.5819543795483025,-0.8290498432184259
380,1,sarcasm,0,381,0.2234460812946498,0.7650177375538166,0,-2.10988262624175,1.1090158130876433,-2.943200811672115,-0.019846485330011827,1.1055529081177804,-0.1297120116049021,-2.516475123974801,-0.23713894244409736
381,1,sarcasm,0,382,0.5528912587189918,0.9477109112076056,1,0.6217255807413892,-0.6877540039842379,-0.5785664183296491,-1.8624280821559671,-1.7870535901197548,0.6720015743698481,-0.0033087847803271123,1.2675125992081813
382,1,sarcasm,0,383,0.0245608984159608,0.935632490034006,0,1.3508826334763184,0.09772651747045846,-0.8451140544072845,-1.3572903814039754,-2.3070880099850637,0.641675327515416,-0.4747816748820452,0.24861429631910395
384,1,sarcasm,0,385,0.0481087730643721,0.9604520631568588,1,-1.0569358472846364,-0.6673973432498855,-1.3139594762078861,-0.19046231020284773,-0.8954029822260803,-0.2852278937616704,-0.11926464113130772,-0.1738286417934544
385,1,sarcasm,0,386,0.9936904427795308,0.8829267552947092,1,-1.5930299309165155,2.1788899035553255,-0.7032208302788721,-1.4986440319590295,-0.6740522814608747,-0.7003287013521401,0.08754496201604796,-0.34904572308904935
386,1,sarcasm,0,387,0.1898483247483276,0.6493690429987866,0,-0.7866401454266351,0.4497857621561514,-0.5335386101381836,-1.926266281551713,0.33248289661204494,-0.9405225033085096,-0.944391052285396,0.48940622212522517
387,1,sarcasm,0,388,0.3403669055897336,0.8672614821073656,0,-1.2138215911520196,2.4734633923282803,-3.423531461948369,-0.030839953296180216,1.4644100197280663,-0.4611367226464973,-1.173932236368666,-0.53625902792533
389,1,sarcasm,0,390,-0.0362312745372385,0.9558225856741492,1,-1.6012030479477328,0.9880510595438688,-1.4791917960917635,-0.8913291475631967,0.33565934234674843,-0.5269698712506209,-0.1379112707347694,-1.6319926437190395
390,1,sarcasm,0,391,0.6453072721687273,0.9028729614452792,0,-0.6301399770493623,-0.5664680712392265,-0.3695346185739611,-1.4373161132981216,-1.3717003408929958,0.4921161961118847,-0.08172575664960287,-0.768272794728855
391,1,sarcasm,0,392,0.581278152677558,0.8124274558745824,1,-2.4210511027712087,-1.1090643601569838,-2.1153013667447254,0.45490511618716134,0.557693833707629,0.4731318345958461,-1.0278494345760694,0.0030863942187419184
393,1,sarcasm,0,394,0.1197411873951325,0.8321686143083439,0,-2.236586592287954,2.446872698020912,-2.1893544170856654,-0.14775877556600578,0.3520942133844184,0.32223167726741325,-0.4596028552353706,-1.1844998446486636
394,1,sarcasm,0,395,0.8077849214033286,0.9221284363148372,0,-2.2453848860195964,1.475748690347626,-2.8616415263814945,-0.017531389613863056,1.0082406134833901,-0.3283439894031483,0.679776116918092,-1.4123528014674618
397,1,sarcasm,0,398,0.0,0.0,0,0.6251477016887989,-0.22162910739693312,-1.2284122687237538,-0.7548343130068316,-1.2125989820444745,-0.5572841849785106,0.7201490914839125,0.33020180346299993
398,1,sarcasm,0,399,0.860216504451945,0.915297521871834,1,-1.9613987461962687,0.04064840237160024,2.1981249228488378,-2.1365399100028295,0.20181630464796174,-0.951599544617046,-1.7674017419730188,-1.1924166735043633
399,1,sarcasm,0,400,-0.0676436765687462,0.6589582826092333,0,-3.021665588717369,-2.3829048618256654,7.111377169205885,-2.0407884033482055,1.8846274214512924,-2.6622485646557434,-0.7510309585515426,-0.9912194181792225
400,0,surprise,0,401,0.0,0.0,0,-2.463069066128281,3.05017878276017,-0.9434736236735891,0.8375429260867118,0.28309121426704015,0.812908575721022,-0.668234042552751,0.15857555858002914
401,0,surprise,0,402,0.0,0.0,0,-1.6650846596494175,-2.414543232155087,-0.9452452250794755,-0.1524759940219993,-0.04888046393685495,0.961921800799224,-0.17601410592499703,1.4099927876684561
403,0,surprise,0,404,0.0,0.0,0,-1.255540454957338,1.299958269753249,1.0870061013179164,-0.3751746135135854,-0.5482168469417221,0.04244753721153711,-0.48250566760179664,0.3329259002632214
404,0,surprise,0,405,-0.6679338545534357,0.8858196556572568,0,-2.675686722611043,-0.10526179924212448,-0.2988155016748167,0.39176838894531846,0.04379519872212956,-0.3312586193392521,-0.440859537578685,0.8754739486095344
406,0,surprise,0,407,0.9066301297015428,0.9616153392363732,0,1.4627869902594617,1.171840164181184,0.4972927528308824,0.3909990752008224,0.09059309486280169,-0.6901532708993698,-0.6445698589464063,-0.12997454456140292
408,0,surprise,0,409,0.0,0.0,0,-1.4664740200363984,0.9196177486121441,2.371560684715683,-0.06629871749109502,1.2695174731308878,-1.505728512730249,1.7761437411020444,-0.3432996165947821
411,0,surprise,0,412,0.6220076187595962,0.9142714837421244,0,-0.04792413511059244,-1.5282959014294337,1.3285695795174266,-0.07702833108487363,-0.8128855738743745,1.5432026642056764,-0.8705781476410845,0.49211932582019857
413,0,surprise,0,414,0.4908283057488923,0.9104329818063897,0,-1.0360108283771703,0.9273530218060212,-0.6011286229262781,-0.7129524538917491,-0.4912346265683899,-0.8827356031363954,-0.3224246518626515,-0.044884381293663504
416,0,surprise,0,417,0.7371112378786889,0.9136247100993344,0,2.0997452462100514,-0.9934582140184659,-0.42653389660090557,-1.1324893065991646,-1.20489447643843,0.5699920772465263,-0.05166412459071037,-0.7517800704262338
419,0,surprise,0,420,0.0,0.0,0,-1.2194187984856986,0.4586765050214731,2.047221975463341,0.538344922227047,1.131655945414585,-0.4025361348113415,-0.5634399306281875,0.9527089486507637
421,0,surprise,0,422,-0.6882486691875298,0.9388174573141156,0,-0.1953157403899879,-0.25084153954677946,-0.45874365260730765,-0.9205554146584117,-0.7095907113735664,-0.7095337090639859,-0.10921421706023207,-0.37097166682621624
422,0,surprise,0,423,0.0,0.0,1,2.020319231045323,2.7490404351993516,-0.1559665777909752,-0.04483371761073782,0.3796030775361907,0.8930453659126032,-0.12406509922086272,1.1504906567030815
425,0,surprise,0,426,0.7796932205603346,0.7063499694546289,1,-1.8578673155946654,1.5879865498658179,-0.5245881089503337,-0.6554744952197195,-1.9686913689333922,0.05281946092326639,-1.1072510462417315,0.223599673459192
427,0,surprise,0,428,0.0,0.0,0,-2.1246204204588524,-0.9696047655578575,2.702945619570606,-0.3000670211929606,0.464362501633169,0.7055295896831941,-0.20863603068148578,0.4810046346123225
